"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"1331","cellular response to hypoxia","Biological Process",2.32919768403639,0.211960981495249,0.373246571668582,0.332369175577667,"GO:0071456","2/62","234/16896",2,"bmp7b/hipk2"
"1332","G protein-coupled receptor activity","Molecular Function",1.88810251061611,0.212164835305912,0.373246571668582,0.332369175577667,"GO:0004930","3/62","433/16896",3,"drd2a/pparg/calcrla"
"1333","response to mechanical stimulus","Biological Process",1.88810251061611,0.212164835305912,0.373246571668582,0.332369175577667,"GO:0009612","3/62","433/16896",3,"drd2a/pparg/serpine2"
"1334",NA,NA,4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0030260","1/62","65/16896",1,"si:ch73-22o12.1"
"1335","retinal ganglion cell axon guidance","Biological Process",4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0031290","1/62","65/16896",1,"bmpr1bb"
"1336","cell adhesion mediated by integrin","Biological Process",4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0033627","1/62","65/16896",1,"lamb1b"
"1337","entry into host","Biological Process",4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0044409","1/62","65/16896",1,"si:ch73-22o12.1"
"1338",NA,NA,4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0051806","1/62","65/16896",1,"si:ch73-22o12.1"
"1339",NA,NA,4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:0051828","1/62","65/16896",1,"si:ch73-22o12.1"
"1340","organic hydroxy compound catabolic process","Biological Process",4.19255583126551,0.212908875008886,0.373246571668582,0.332369175577667,"GO:1901616","1/62","65/16896",1,"dio3a"
"1341","positive regulation of peptide secretion","Biological Process",1.88375204400178,0.213120176671121,0.373246571668582,0.332369175577667,"GO:0002793","3/62","434/16896",3,"drd2a/pparg/LOC121882333"
"1342","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","Biological Process",2.31928620452986,0.213306445000385,0.373246571668582,0.332369175577667,"GO:0007188","2/62","235/16896",2,"drd2a/calcrla"
"1343","response to alkaloid","Biological Process",2.31928620452986,0.213306445000385,0.373246571668582,0.332369175577667,"GO:0043279","2/62","235/16896",2,"drd2a/pparg"
"1344","response to xenobiotic stimulus","Biological Process",1.87942157953281,0.214076501106782,0.37428001852172,0.333289440905344,"GO:0009410","3/62","435/16896",3,"plat/drd2a/pparg"
"1345","regulation of endopeptidase activity","Biological Process",1.87511097957976,0.215033799226962,0.37428001852172,0.333289440905344,"GO:0052548","3/62","436/16896",3,"ctsh/pparg/serpine2"
"1346","positive regulation of leukocyte mediated cytotoxicity","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0001912","1/62","66/16896",1,"si:ch73-22o12.1"
"1347","negative regulation of protein processing","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0010955","1/62","66/16896",1,"serpine2"
"1348","response to isoquinoline alkaloid","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0014072","1/62","66/16896",1,"drd2a"
"1349","carbon-oxygen lyase activity","Molecular Function",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0016835","1/62","66/16896",1,"LOC121904145"
"1350","hexose biosynthetic process","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0019319","1/62","66/16896",1,"LOC121904145"
"1351","lymph gland development","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0048542","1/62","66/16896",1,"zeb2a"
"1352","regulation of kidney development","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0090183","1/62","66/16896",1,"bmp7b"
"1353","regulation of renal system process","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:0098801","1/62","66/16896",1,"drd2a"
"1354","regulation of phospholipase C activity","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:1900274","1/62","66/16896",1,"pdgfra"
"1355","negative regulation of protein maturation","Biological Process",4.12903225806452,0.215808265998694,0.37428001852172,0.333289440905344,"GO:1903318","1/62","66/16896",1,"serpine2"
"1356","regulation of actin filament polymerization","Biological Process",2.29971416904859,0.215999999368246,0.374336282090987,0.333339542574191,"GO:0030833","2/62","237/16896",2,"prex1/tec"
"1357","regulation of axonogenesis","Biological Process",1.86654882898807,0.216951279058008,0.375707815612616,0.334560867833317,"GO:0050770","3/62","438/16896",3,"ntn2/zeb2a/nr2e3"
"1358","positive regulation of endopeptidase activity","Biological Process",2.29005150447276,0.217348042176425,0.376117746034314,0.334925903299537,"GO:0010950","2/62","238/16896",2,"ctsh/pparg"
"1359","adherens junction","Cellular Component",1.86229700933206,0.217911442078294,0.376511573830324,0.33527659967511,"GO:0005912","3/62","439/16896",3,"LOC121899291/si:ch73-22o12.1/magi1b"
"1360","positive regulation of lipid storage","Biological Process",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0010884","1/62","67/16896",1,"atp2a1l"
"1361","active ion transmembrane transporter activity","Molecular Function",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0022853","1/62","67/16896",1,"atp2a1l"
"1362","methylated histone binding","Molecular Function",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0035064","1/62","67/16896",1,"LOC121888230"
"1363","ATPase-coupled ion transmembrane transporter activity","Molecular Function",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0042625","1/62","67/16896",1,"atp2a1l"
"1364","neuron apoptotic process","Biological Process",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0051402","1/62","67/16896",1,"dio3a"
"1365","methylation-dependent protein binding","Molecular Function",4.06740491092923,0.218697148203571,0.376511573830324,0.33527659967511,"GO:0140034","1/62","67/16896",1,"LOC121888230"
"1366","muscle system process","Biological Process",1.85806451612903,0.218872541402212,0.376537681036016,0.335299847659396,"GO:0003012","3/62","440/16896",3,"acta2/drd2a/atp2a1l"
"1367",NA,NA,2.27096774193548,0.220046540096161,0.378280445666408,0.336851747361621,"GO:0017137","2/62","240/16896",2,"prkacab/dennd2da"
"1368","immune response-activating cell surface receptor signaling pathway","Biological Process",2.26154463927185,0.22139694810277,0.378968387090256,0.337464346488434,"GO:0002429","2/62","241/16896",2,"prkacab/tec"
"1369","limb development","Biological Process",2.26154463927185,0.22139694810277,0.378968387090256,0.337464346488434,"GO:0060173","2/62","241/16896",2,"bmp7b/bmpr1bb"
"1370","regulation of neuromuscular junction development","Biological Process",2.26154463927185,0.22139694810277,0.378968387090256,0.337464346488434,"GO:1904396","2/62","241/16896",2,"bmp7b/nanos1"
"1371","negative regulation of muscle cell apoptotic process","Biological Process",4.00759013282732,0.221575559090218,0.378968387090256,0.337464346488434,"GO:0010656","1/62","68/16896",1,"bmp7b"
"1372","biomineral tissue development","Biological Process",4.00759013282732,0.221575559090218,0.378968387090256,0.337464346488434,"GO:0031214","1/62","68/16896",1,"alpl"
"1373","ionotropic glutamate receptor binding","Molecular Function",4.00759013282732,0.221575559090218,0.378968387090256,0.337464346488434,"GO:0035255","1/62","68/16896",1,"drd2a"
"1374",NA,NA,4.00759013282732,0.221575559090218,0.378968387090256,0.337464346488434,"GO:0099132","1/62","68/16896",1,"atp2a1l"
"1375","response to hexose","Biological Process",2.25219941348974,0.222748097664862,0.380143812282081,0.338511040903371,"GO:0009746","2/62","242/16896",2,"LOC121899291/prkacab"
"1376","pigmentation","Biological Process",2.25219941348974,0.222748097664862,0.380143812282081,0.338511040903371,"GO:0043473","2/62","242/16896",2,"drd2a/zeb2a"
"1377","positive regulation of vasculature development","Biological Process",2.25219941348974,0.222748097664862,0.380143812282081,0.338511040903371,"GO:1904018","2/62","242/16896",2,"ctsh/hipk2"
"1378",NA,NA,2.24293110314616,0.224099965620193,0.380550006916189,0.338872749719769,"GO:0050707","2/62","243/16896",2,"fbln1/drd2a"
"1379","pituitary gland development","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0021983","1/62","69/16896",1,"drd2a"
"1380","cholesterol transport","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0030301","1/62","69/16896",1,"soat1"
"1381","negative regulation of TOR signaling","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0032007","1/62","69/16896",1,"prex1"
"1382","spiracle morphogenesis, open tracheal system","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0035277","1/62","69/16896",1,"tec"
"1383","lung morphogenesis","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0060425","1/62","69/16896",1,"ctsh"
"1384","labyrinthine layer development","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0060711","1/62","69/16896",1,"bmp7b"
"1385","cellular response to dsRNA","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0071359","1/62","69/16896",1,"colec12"
"1386","cellular response to fatty acid","Biological Process",3.94950911640954,0.224443535993973,0.380550006916189,0.338872749719769,"GO:0071398","1/62","69/16896",1,"pparg"
"1387","monocarboxylic acid biosynthetic process","Biological Process",2.23373876255949,0.22545252896118,0.381985178845546,0.340150743805127,"GO:0072330","2/62","244/16896",2,"LOC121904145/LOC121888618"
"1388",NA,NA,1.82896730894133,0.22562567378734,0.382003122046289,0.340166721893851,"GO:0023014","3/62","447/16896",3,"pdgfra/ctsh/tec"
"1389","regulation of ion transmembrane transport","Biological Process",1.82488479262673,0.226593930032812,0.382634400344044,0.340728863553845,"GO:0034765","3/62","448/16896",3,"drd2a/prkacab/atp2a1l"
"1390","photoreceptor cell development","Biological Process",2.22462146148782,0.226805764834104,0.382634400344044,0.340728863553845,"GO:0042461","2/62","245/16896",2,"dio3a/nr2e3"
"1391","positive regulation of binding","Biological Process",2.22462146148782,0.226805764834104,0.382634400344044,0.340728863553845,"GO:0051099","2/62","245/16896",2,"pparg/hipk2"
"1392","regulation of animal organ formation","Biological Process",3.89308755760369,0.227301116119271,0.382634400344044,0.340728863553845,"GO:0003156","1/62","70/16896",1,"bmp7b"
"1393","leukocyte cell-cell adhesion","Biological Process",3.89308755760369,0.227301116119271,0.382634400344044,0.340728863553845,"GO:0007159","1/62","70/16896",1,"bmp7b"
"1394","apoptotic mitochondrial changes","Biological Process",3.89308755760369,0.227301116119271,0.382634400344044,0.340728863553845,"GO:0008637","1/62","70/16896",1,"atp2a1l"
"1395","aorta development","Biological Process",3.89308755760369,0.227301116119271,0.382634400344044,0.340728863553845,"GO:0035904","1/62","70/16896",1,"loxa"
"1396","skeletal muscle cell differentiation","Biological Process",3.89308755760369,0.227301116119271,0.382634400344044,0.340728863553845,"GO:0035914","1/62","70/16896",1,"LOC121895699"
"1397","ovarian follicle cell development","Biological Process",1.82082046124003,0.227563039464242,0.382801104324243,0.340877310368016,"GO:0030707","3/62","449/16896",3,"bmp7b/LOC121884139/atp2a1l"
"1398","ossification","Biological Process",2.21557828481511,0.228159650538326,0.383530170790461,0.34152653058519,"GO:0001503","2/62","246/16896",2,"alpl/LOC121882333"
"1399","negative regulation of cell growth","Biological Process",2.206608332245,0.229514163525499,0.383852796926329,0.341813823198003,"GO:0030308","2/62","247/16896",2,"pparg/serpine2"
"1400","stimulatory C-type lectin receptor signaling pathway","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0002223","1/62","71/16896",1,"prkacab"
"1401","fatty acid beta-oxidation","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0006635","1/62","71/16896",1,"atp2a1l"
"1402","response to gravity","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0009629","1/62","71/16896",1,"hipk2"
"1403","regulation of chondrocyte differentiation","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0032330","1/62","71/16896",1,"bmpr1bb"
"1404","specific granule lumen","Cellular Component",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0035580","1/62","71/16896",1,"ptx3a"
"1405","Fc-epsilon receptor signaling pathway","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0038095","1/62","71/16896",1,"tec"
"1406","cell cycle DNA replication","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0044786","1/62","71/16896",1,"tec"
"1407",NA,NA,3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0090662","1/62","71/16896",1,"atp2a1l"
"1408",NA,NA,3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:0099131","1/62","71/16896",1,"atp2a1l"
"1409","neutrophil migration","Biological Process",3.83825533848251,0.230148336540084,0.383852796926329,0.341813823198003,"GO:1990266","1/62","71/16896",1,"prex1"
"1410","regulation of neurotransmitter transport","Biological Process",2.19771071800208,0.230869281398791,0.384782135664652,0.342641382173048,"GO:0051588","2/62","248/16896",2,"bmp7b/drd2a"
"1411","cellular response to decreased oxygen levels","Biological Process",2.18888457054023,0.232224981912106,0.385302815180083,0.343105037660921,"GO:0036294","2/62","249/16896",2,"bmp7b/hipk2"
"1412","contractile fiber","Cellular Component",1.80076737245985,0.232421064870503,0.385302815180083,0.343105037660921,"GO:0043292","3/62","454/16896",3,"LOC121909097/acta2/atp2a1l"
"1413","response to ketone","Biological Process",1.80076737245985,0.232421064870503,0.385302815180083,0.343105037660921,"GO:1901654","3/62","454/16896",3,"plat/pparg/LOC121882333"
